setoran_id,santri_id,tanggal,jenis,surah,juz,jumlah_ayat,kualitas,musyrif
ST01198,S011,2025-10-23,Murajaah,Al-Baqarah,1,10,Lancar,Ust. Ridwan
ST01199,S011,2025-10-25,Murajaah,Al-Baqarah,1,13,Lancar,Ust. Ridwan
ST01200,S011,2025-10-26,Murajaah,Al-Baqarah,1,12,Lancar,Ust. Ridwan
ST01201,S011,2025-10-27,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01202,S011,2025-10-28,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01203,S011,2025-11-03,Murajaah,Al-Baqarah,1,10,Kurang Lancar,Ust. Ridwan
ST01204,S011,2025-11-04,Murajaah,Al-Baqarah,1,17,Lancar,Ust. Ridwan
ST01205,S011,2025-11-05,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01206,S011,2025-11-06,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST01207,S011,2025-11-08,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01208,S011,2025-11-09,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Ridwan
ST01209,S011,2025-11-10,Murajaah,Al-Baqarah,1,18,Kurang Lancar,Ust. Ridwan
ST01210,S011,2025-11-15,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST01211,S011,2025-11-16,Murajaah,Al-Baqarah,1,7,Lancar,Ust. Ridwan
ST01212,S011,2025-11-17,Murajaah,Al-Baqarah,1,8,Lancar,Ust. Ridwan
ST01213,S011,2025-11-19,Murajaah,Al-Baqarah,1,17,Lancar,Ust. Ridwan
ST01214,S011,2025-11-20,Murajaah,Al-Baqarah,1,13,Lancar,Ust. Ridwan
ST01215,S011,2025-11-22,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01216,S011,2025-11-24,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01217,S011,2025-11-26,Murajaah,Al-Baqarah,1,7,Kurang Lancar,Ust. Ridwan
ST01218,S011,2025-11-29,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Ridwan
ST01219,S011,2025-11-30,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ust. Ridwan
ST01220,S011,2025-12-02,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01221,S011,2025-12-03,Murajaah,Al-Fatihah,1,5,Perlu Diulang,Ust. Ridwan
ST01222,S011,2025-12-06,Murajaah,Al-Baqarah,1,17,Lancar,Ust. Ridwan
ST01223,S011,2025-12-07,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Ridwan
ST01224,S011,2025-12-08,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01225,S011,2025-12-09,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01226,S011,2025-12-10,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01227,S011,2025-12-13,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01228,S011,2025-12-14,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01229,S011,2025-12-16,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST01230,S011,2025-12-17,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01231,S011,2025-12-18,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01232,S011,2025-12-21,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01233,S011,2025-12-22,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01234,S011,2025-12-24,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01235,S011,2025-12-25,Murajaah,Al-Baqarah,1,20,Kurang Lancar,Ust. Ridwan
ST01236,S011,2025-12-27,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST01237,S011,2025-12-28,Murajaah,Al-Baqarah,1,20,Kurang Lancar,Ust. Ridwan
ST01238,S011,2025-12-31,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01239,S011,2026-01-01,Murajaah,Al-Baqarah,1,7,Kurang Lancar,Ust. Ridwan
ST01240,S011,2026-01-03,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01241,S011,2026-01-04,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST01242,S011,2026-01-06,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01243,S011,2026-01-07,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01244,S012,2025-02-11,Ziyadah,Al-Fatihah,1,5,Kurang Lancar,Ust. Ridwan
ST01245,S012,2025-02-12,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01246,S012,2025-02-13,Murajaah,Al-Fatihah,1,18,Lancar,Ust. Ridwan
ST01247,S012,2025-02-15,Ziyadah,Al-Baqarah,1,2,Kurang Lancar,Ust. Ridwan
ST01248,S012,2025-02-16,Murajaah,Al-Fatihah,1,18,Kurang Lancar,Ust. Ridwan
ST01249,S012,2025-02-18,Murajaah,Al-Fatihah,1,13,Lancar,Ust. Ridwan
ST01250,S012,2025-02-19,Murajaah,Al-Fatihah,1,17,Lancar,Ust. Ridwan
ST01251,S012,2025-02-20,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01252,S012,2025-02-22,Murajaah,Al-Fatihah,1,6,Lancar,Ust. Ridwan
ST01253,S012,2025-02-23,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST01254,S012,2025-02-24,Murajaah,Al-Fatihah,1,20,Lancar,Ust. Ridwan
ST01255,S012,2025-02-26,Ziyadah,Al-Baqarah,1,1,Perlu Diulang,Ust. Ridwan
ST01256,S012,2025-02-27,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01257,S012,2025-03-03,Murajaah,Al-Baqarah,1,8,Kurang Lancar,Ust. Ridwan
ST01258,S012,2025-03-04,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Ridwan
ST01259,S012,2025-03-05,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01260,S012,2025-03-06,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Ridwan
ST01261,S012,2025-03-08,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Ridwan
ST01262,S012,2025-03-09,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01263,S012,2025-03-10,Murajaah,Al-Baqarah,1,8,Lancar,Ust. Ridwan
ST01264,S012,2025-03-11,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST01265,S012,2025-03-13,Murajaah,Al-Fatihah,1,14,Lancar,Ust. Ridwan
ST01266,S012,2025-03-16,Murajaah,Al-Baqarah,1,6,Lancar,Ust. Ridwan
ST01267,S012,2025-03-17,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST01268,S012,2025-03-18,Murajaah,Al-Baqarah,1,5,Perlu Diulang,Ust. Ridwan
ST01269,S012,2025-03-20,Murajaah,Al-Baqarah,1,12,Lancar,Ust. Ridwan
ST01270,S012,2025-03-24,Murajaah,Al-Fatihah,1,18,Lancar,Ust. Ridwan
ST01271,S012,2025-03-25,Murajaah,Al-Baqarah,1,20,Kurang Lancar,Ust. Ridwan
ST01272,S012,2025-03-27,Murajaah,Al-Baqarah,1,8,Kurang Lancar,Ust. Ridwan
ST01273,S012,2025-03-29,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ust. Ridwan
ST01274,S012,2025-03-30,Ziyadah,Al-Baqarah,1,1,Kurang Lancar,Ust. Ridwan
ST01275,S012,2025-03-31,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST01276,S012,2025-04-01,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Ridwan
ST01277,S012,2025-04-02,Ziyadah,Al-Baqarah,1,2,Kurang Lancar,Ust. Ridwan
ST01278,S012,2025-04-03,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST01279,S012,2025-04-05,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ust. Ridwan
ST01280,S012,2025-04-06,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01281,S012,2025-04-07,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01282,S012,2025-04-10,Murajaah,Al-Baqarah,1,7,Lancar,Ust. Ridwan
ST01283,S012,2025-04-12,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01284,S012,2025-04-13,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01285,S012,2025-04-14,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01286,S012,2025-04-16,Murajaah,Al-Baqarah,1,8,Kurang Lancar,Ust. Ridwan
ST01287,S012,2025-04-17,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Ridwan
ST01288,S012,2025-04-19,Murajaah,Al-Baqarah,1,11,Perlu Diulang,Ust. Ridwan
ST01289,S012,2025-04-20,Murajaah,Al-Baqarah,1,18,Lancar,Ust. Ridwan
ST01290,S012,2025-04-21,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01291,S012,2025-04-22,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ust. Ridwan
ST01292,S012,2025-04-23,Ziyadah,Al-Baqarah,1,2,Kurang Lancar,Ust. Ridwan
ST01293,S012,2025-04-26,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST01294,S012,2025-04-27,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01295,S012,2025-04-28,Murajaah,Al-Baqarah,1,20,Perlu Diulang,Ust. Ridwan
ST01296,S012,2025-05-01,Murajaah,Al-Fatihah,1,6,Lancar,Ust. Ridwan
ST01297,S012,2025-05-03,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST01298,S012,2025-05-04,Murajaah,Al-Baqarah,1,6,Lancar,Ust. Ridwan
ST01299,S012,2025-05-05,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST01300,S012,2025-05-06,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Ridwan
ST01301,S012,2025-05-07,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST01302,S012,2025-05-10,Murajaah,Al-Baqarah,1,13,Lancar,Ust. Ridwan
ST01303,S012,2025-05-12,Murajaah,Al-Baqarah,1,9,Kurang Lancar,Ust. Ridwan
ST01304,S012,2025-05-13,Murajaah,Al-Baqarah,1,6,Lancar,Ust. Ridwan
ST01305,S012,2025-05-14,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01306,S012,2025-05-15,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01307,S012,2025-05-17,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01308,S012,2025-05-20,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01309,S012,2025-05-21,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Ridwan
ST01310,S012,2025-05-22,Murajaah,Al-Baqarah,1,5,Kurang Lancar,Ust. Ridwan
ST01311,S012,2025-05-24,Murajaah,Al-Baqarah,1,12,Lancar,Ust. Ridwan
ST01312,S012,2025-05-25,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST01313,S012,2025-05-26,Ziyadah,Al-Baqarah,1,5,Perlu Diulang,Ust. Ridwan
ST01314,S012,2025-05-27,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01315,S012,2025-05-29,Murajaah,Al-Baqarah,1,13,Kurang Lancar,Ust. Ridwan
ST01316,S012,2025-05-31,Ziyadah,Al-Baqarah,1,5,Perlu Diulang,Ust. Ridwan
ST01317,S012,2025-06-01,Murajaah,Al-Baqarah,1,9,Kurang Lancar,Ust. Ridwan
ST01318,S012,2025-06-02,Ziyadah,Al-Baqarah,1,1,Kurang Lancar,Ust. Ridwan
ST01319,S012,2025-06-03,Murajaah,Al-Baqarah,1,7,Lancar,Ust. Ridwan
ST01320,S012,2025-06-04,Murajaah,Al-Baqarah,1,17,Lancar,Ust. Ridwan
ST01321,S012,2025-06-05,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01322,S012,2025-06-07,Murajaah,Al-Baqarah,1,8,Lancar,Ust. Ridwan
ST01323,S012,2025-06-08,Murajaah,Al-Baqarah,1,14,Kurang Lancar,Ust. Ridwan
ST01324,S012,2025-06-09,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST01325,S012,2025-06-10,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01326,S012,2025-06-11,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST01327,S012,2025-06-12,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01328,S012,2025-06-14,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ust. Ridwan
ST01329,S012,2025-06-15,Murajaah,Al-Baqarah,1,7,Lancar,Ust. Ridwan
ST01330,S012,2025-06-16,Murajaah,Al-Baqarah,1,14,Perlu Diulang,Ust. Ridwan
ST01331,S012,2025-06-17,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST01332,S012,2025-06-18,Ziyadah,Al-Baqarah,1,1,Perlu Diulang,Ust. Ridwan
ST01333,S012,2025-06-19,Murajaah,Al-Baqarah,1,18,Lancar,Ust. Ridwan
ST01334,S012,2025-06-21,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST01335,S012,2025-06-22,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01336,S012,2025-06-23,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01337,S012,2025-06-24,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ust. Ridwan
ST01338,S012,2025-06-25,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST01339,S012,2025-06-26,Murajaah,Al-Baqarah,1,13,Lancar,Ust. Ridwan
ST01340,S012,2025-06-28,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01341,S012,2025-06-29,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01342,S012,2025-07-01,Murajaah,Al-Baqarah,1,17,Lancar,Ust. Ridwan
ST01343,S012,2025-07-02,Ziyadah,Al-Baqarah,1,1,Kurang Lancar,Ust. Ridwan
ST01344,S012,2025-07-03,Ziyadah,Al-Baqarah,1,4,Lancar,Ust. Ridwan
ST01345,S012,2025-07-05,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Ridwan
ST01346,S012,2025-07-06,Murajaah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01347,S012,2025-07-07,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01348,S012,2025-07-08,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01349,S012,2025-07-10,Ziyadah,Al-Baqarah,1,4,Perlu Diulang,Ust. Ridwan
ST01350,S012,2025-07-13,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Ridwan
ST01351,S012,2025-07-14,Murajaah,Al-Baqarah,1,20,Kurang Lancar,Ust. Ridwan
ST01352,S012,2025-07-15,Murajaah,Al-Baqarah,1,15,Lancar,Ust. Ridwan
ST01353,S012,2025-07-17,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01354,S012,2025-07-19,Ziyadah,Al-Baqarah,1,2,Lancar,Ust. Ridwan
ST01355,S012,2025-07-20,Murajaah,Al-Baqarah,1,15,Kurang Lancar,Ust. Ridwan
ST01356,S012,2025-07-21,Murajaah,Al-Baqarah,1,14,Perlu Diulang,Ust. Ridwan
ST01357,S012,2025-07-23,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01358,S012,2025-07-24,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01359,S012,2025-07-26,Murajaah,Al-Baqarah,1,18,Lancar,Ust. Ridwan
ST01360,S012,2025-07-27,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01361,S012,2025-07-28,Murajaah,Al-Baqarah,1,10,Lancar,Ust. Ridwan
ST01362,S012,2025-07-29,Murajaah,Al-Baqarah,1,12,Lancar,Ust. Ridwan
ST01363,S012,2025-07-30,Murajaah,Al-Baqarah,1,16,Kurang Lancar,Ust. Ridwan
ST01364,S012,2025-07-31,Murajaah,Al-Baqarah,1,8,Perlu Diulang,Ust. Ridwan
ST01365,S012,2025-08-02,Murajaah,Al-Baqarah,1,8,Kurang Lancar,Ust. Ridwan
ST01366,S012,2025-08-03,Murajaah,Al-Baqarah,1,8,Lancar,Ust. Ridwan
ST01367,S012,2025-08-04,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Ridwan
ST01368,S012,2025-08-05,Murajaah,Al-Baqarah,1,20,Lancar,Ust. Ridwan
ST01369,S012,2025-08-06,Murajaah,Al-Baqarah,1,8,Lancar,Ust. Ridwan
ST01370,S012,2025-08-07,Murajaah,Al-Baqarah,1,12,Lancar,Ust. Ridwan
ST01371,S012,2025-08-09,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST01372,S012,2025-08-10,Murajaah,Al-Baqarah,1,12,Kurang Lancar,Ust. Ridwan
ST01373,S012,2025-08-11,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Ridwan
ST01374,S012,2025-08-12,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST01375,S012,2025-08-13,Murajaah,Al-Baqarah,1,7,Lancar,Ust. Ridwan
ST01376,S012,2025-08-14,Murajaah,Al-Baqarah,1,18,Lancar,Ust. Ridwan
ST01377,S012,2025-08-16,Murajaah,Al-Baqarah,1,9,Lancar,Ust. Ridwan
ST01378,S012,2025-08-17,Murajaah,Al-Baqarah,1,14,Lancar,Ust. Ridwan
ST01379,S012,2025-08-18,Murajaah,Al-Baqarah,1,14,Perlu Diulang,Ust. Ridwan
ST01380,S012,2025-08-19,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01381,S012,2025-08-20,Murajaah,Al-Baqarah,1,11,Lancar,Ust. Ridwan
ST01382,S012,2025-08-21,Murajaah,Al-Baqarah,1,16,Lancar,Ust. Ridwan
ST01383,S012,2025-08-23,Ziyadah,Al-Baqarah,1,1,Lancar,Ust. Ridwan
ST01384,S012,2025-08-24,Murajaah,Al-Baqarah,1,9,Perlu Diulang,Ust. Ridwan
ST01385,S012,2025-08-25,Ziyadah,Al-Baqarah,1,5,Lancar,Ust. Ridwan
ST01386,S012,2025-08-26,Murajaah,Al-Baqarah,1,5,Kurang Lancar,Ust. Ridwan
ST01387,S012,2025-08-27,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ust. Ridwan
ST01388,S012,2025-08-30,Ziyadah,Al-Baqarah,1,3,Lancar,Ust. Ridwan
ST01389,S013,2025-01-15,Murajaah,Al-Fatihah,1,8,Lancar,Ustzh. Maryam
ST01390,S013,2025-01-18,Murajaah,Al-Fatihah,1,12,Lancar,Ustzh. Maryam
ST01391,S013,2025-01-19,Murajaah,Al-Fatihah,1,9,Lancar,Ustzh. Maryam
ST01392,S013,2025-01-20,Ziyadah,Al-Fatihah,1,5,Lancar,Ustzh. Maryam
ST01393,S013,2025-01-22,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST01394,S013,2025-01-23,Ziyadah,Al-Baqarah,1,2,Lancar,Ustzh. Maryam
ST01395,S013,2025-01-25,Ziyadah,Al-Baqarah,1,5,Lancar,Ustzh. Maryam
ST01396,S013,2025-01-26,Murajaah,Al-Baqarah,1,13,Lancar,Ustzh. Maryam
ST01397,S013,2025-02-01,Ziyadah,Al-Baqarah,1,5,Lancar,Ustzh. Maryam
ST01398,S013,2025-02-03,Murajaah,Al-Fatihah,1,8,Lancar,Ustzh. Maryam
ST01399,S013,2025-02-04,Ziyadah,Al-Baqarah,1,5,Lancar,Ustzh. Maryam
ST01400,S013,2025-02-06,Murajaah,Al-Baqarah,1,8,Lancar,Ustzh. Maryam
ST01401,S013,2025-02-08,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST01402,S013,2025-02-09,Ziyadah,Al-Baqarah,1,1,Kurang Lancar,Ustzh. Maryam
ST01403,S013,2025-02-10,Murajaah,Al-Baqarah,1,6,Kurang Lancar,Ustzh. Maryam
ST01404,S013,2025-02-12,Murajaah,Al-Fatihah,1,20,Lancar,Ustzh. Maryam
ST01405,S013,2025-02-13,Murajaah,Al-Baqarah,1,18,Lancar,Ustzh. Maryam
ST01406,S013,2025-02-15,Murajaah,Al-Baqarah,1,17,Kurang Lancar,Ustzh. Maryam
ST01407,S013,2025-02-17,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST01408,S013,2025-02-18,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST01409,S013,2025-02-19,Murajaah,Al-Baqarah,1,17,Perlu Diulang,Ustzh. Maryam
ST01410,S013,2025-02-20,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST01411,S013,2025-02-22,Murajaah,Al-Baqarah,1,5,Lancar,Ustzh. Maryam
ST01412,S013,2025-02-24,Murajaah,Al-Baqarah,1,7,Perlu Diulang,Ustzh. Maryam
ST01413,S013,2025-02-25,Murajaah,Al-Baqarah,1,11,Lancar,Ustzh. Maryam
ST01414,S013,2025-02-26,Murajaah,Al-Fatihah,1,10,Lancar,Ustzh. Maryam
ST01415,S013,2025-02-27,Murajaah,Al-Fatihah,1,19,Kurang Lancar,Ustzh. Maryam
ST01416,S013,2025-03-01,Murajaah,Al-Baqarah,1,6,Kurang Lancar,Ustzh. Maryam
ST01417,S013,2025-03-02,Murajaah,Al-Fatihah,1,18,Kurang Lancar,Ustzh. Maryam
ST01418,S013,2025-03-03,Ziyadah,Al-Baqarah,1,1,Perlu Diulang,Ustzh. Maryam
ST01419,S013,2025-03-04,Ziyadah,Al-Baqarah,1,2,Lancar,Ustzh. Maryam
ST01420,S013,2025-03-05,Ziyadah,Al-Baqarah,1,4,Kurang Lancar,Ustzh. Maryam
ST01421,S013,2025-03-06,Murajaah,Al-Fatihah,1,10,Kurang Lancar,Ustzh. Maryam
ST01422,S013,2025-03-08,Ziyadah,Al-Baqarah,1,2,Lancar,Ustzh. Maryam
ST01423,S013,2025-03-09,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01424,S013,2025-03-10,Murajaah,Al-Baqarah,1,12,Lancar,Ustzh. Maryam
ST01425,S013,2025-03-11,Murajaah,Al-Fatihah,1,13,Lancar,Ustzh. Maryam
ST01426,S013,2025-03-12,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01427,S013,2025-03-13,Murajaah,Al-Baqarah,1,13,Perlu Diulang,Ustzh. Maryam
ST01428,S013,2025-03-15,Ziyadah,Al-Baqarah,1,5,Kurang Lancar,Ustzh. Maryam
ST01429,S013,2025-03-16,Murajaah,Al-Fatihah,1,19,Kurang Lancar,Ustzh. Maryam
ST01430,S013,2025-03-17,Murajaah,Al-Baqarah,1,9,Lancar,Ustzh. Maryam
ST01431,S013,2025-03-18,Ziyadah,Al-Baqarah,1,4,Perlu Diulang,Ustzh. Maryam
ST01432,S013,2025-03-19,Ziyadah,Al-Baqarah,1,4,Perlu Diulang,Ustzh. Maryam
ST01433,S013,2025-03-20,Murajaah,Al-Fatihah,1,10,Lancar,Ustzh. Maryam
ST01434,S013,2025-03-23,Ziyadah,Al-Baqarah,1,4,Perlu Diulang,Ustzh. Maryam
ST01435,S013,2025-03-25,Murajaah,Al-Fatihah,1,14,Lancar,Ustzh. Maryam
ST01436,S013,2025-03-26,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01437,S013,2025-03-27,Ziyadah,Al-Baqarah,1,5,Perlu Diulang,Ustzh. Maryam
ST01438,S013,2025-03-30,Murajaah,Al-Baqarah,1,15,Lancar,Ustzh. Maryam
ST01439,S013,2025-04-02,Murajaah,Al-Baqarah,1,15,Lancar,Ustzh. Maryam
ST01440,S013,2025-04-05,Murajaah,Al-Fatihah,1,9,Lancar,Ustzh. Maryam
ST01441,S013,2025-04-06,Ziyadah,Al-Baqarah,1,2,Lancar,Ustzh. Maryam
ST01442,S013,2025-04-10,Murajaah,Al-Baqarah,1,7,Lancar,Ustzh. Maryam
ST01443,S013,2025-04-13,Murajaah,Al-Baqarah,1,16,Kurang Lancar,Ustzh. Maryam
ST01444,S013,2025-04-14,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01445,S013,2025-04-15,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01446,S013,2025-04-16,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST01447,S013,2025-04-19,Murajaah,Al-Baqarah,1,12,Perlu Diulang,Ustzh. Maryam
ST01448,S013,2025-04-21,Murajaah,Al-Fatihah,1,11,Lancar,Ustzh. Maryam
ST01449,S013,2025-04-23,Murajaah,Al-Baqarah,1,20,Lancar,Ustzh. Maryam
ST01450,S013,2025-04-24,Murajaah,Al-Baqarah,1,10,Lancar,Ustzh. Maryam
ST01451,S013,2025-04-27,Murajaah,Al-Baqarah,1,12,Kurang Lancar,Ustzh. Maryam
ST01452,S013,2025-04-28,Murajaah,Al-Baqarah,1,5,Lancar,Ustzh. Maryam
ST01453,S013,2025-05-01,Murajaah,Al-Baqarah,1,6,Lancar,Ustzh. Maryam
ST01454,S013,2025-05-04,Murajaah,Al-Baqarah,1,19,Lancar,Ustzh. Maryam
ST01455,S013,2025-05-07,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST01456,S013,2025-05-08,Ziyadah,Al-Baqarah,1,3,Lancar,Ustzh. Maryam
ST01457,S013,2025-05-10,Ziyadah,Al-Baqarah,1,2,Perlu Diulang,Ustzh. Maryam
ST01458,S013,2025-05-11,Ziyadah,Al-Baqarah,1,2,Lancar,Ustzh. Maryam
ST01459,S013,2025-05-12,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01460,S013,2025-05-13,Ziyadah,Al-Baqarah,1,3,Kurang Lancar,Ustzh. Maryam
ST01461,S013,2025-05-14,Murajaah,Al-Fatihah,1,15,Kurang Lancar,Ustzh. Maryam
ST01462,S013,2025-05-15,Ziyadah,Al-Baqarah,1,1,Kurang Lancar,Ustzh. Maryam
ST01463,S013,2025-05-17,Murajaah,Al-Baqarah,1,19,Lancar,Ustzh. Maryam
ST01464,S013,2025-05-20,Murajaah,Al-Baqarah,1,7,Lancar,Ustzh. Maryam
ST01465,S013,2025-05-22,Murajaah,Al-Baqarah,1,18,Lancar,Ustzh. Maryam
ST01466,S013,2025-05-24,Ziyadah,Al-Baqarah,1,4,Lancar,Ustzh. Maryam
ST01467,S013,2025-05-25,Murajaah,Al-Baqarah,1,5,Lancar,Ustzh. Maryam
ST01468,S013,2025-05-28,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01469,S013,2025-05-29,Ziyadah,Al-Baqarah,1,1,Lancar,Ustzh. Maryam
ST01470,S013,2025-06-01,Murajaah,Al-Baqarah,1,9,Lancar,Ustzh. Maryam
